"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"nms_d7c",89,558,0.792114695340502,0.406158393145161,1,0.863839285714286,0,0,1,1,-1.43584964498342,0.06178455728161,0.0171940558372096
"nms_d8c",90,558,0.505376344086022,0.500419699916149,1,0.506696428571429,0,0,1,1,-0.0214488320970457,-2.00312013937042,0.0211844551475827
"nms_d9c",91,558,0.78494623655914,0.411228287530375,1,0.854910714285714,0,0,1,1,-1.38334637400259,-0.0864981949506136,0.0174086815808095
"nms1_c",92,558,0.401433691756272,0.490628243879489,0,0.377232142857143,0,0,1,1,0.401076241906797,-1.84243006490282,0.0207699497608585
"nms2_c",93,558,0.0949820788530466,0.293453252100537,0,0,0,0,1,1,2.7554104763513,5.60233655211934,0.0124228667617957
"nms3_c",94,558,0.498207885304659,0.500445417196528,0,0.497767857142857,0,0,1,1,0.0071492432892309,-2.00352981427355,0.0211855438468741
"nms4_c",95,558,0.586021505376344,0.49298666181631,1,0.607142857142857,0,0,1,1,-0.348355651879436,-1.88201149098389,0.0208697895533571
"nms5_c",96,558,0.42831541218638,0.495278635988396,0,0.410714285714286,0,0,1,1,0.288952987715975,-1.91993728945102,0.0209668165570025
"nms6_c",97,558,0.28494623655914,0.451793848038956,0,0.232142857142857,0,0,1,1,0.950293428575415,-1.09890212899094,0.0191259586929507
"nms7_c",98,558,0.338709677419355,0.473695640771279,0,0.299107142857143,0,0,1,1,0.679766744575429,-1.54066859853586,0.020053135512463
"nms8_c",99,558,0.435483870967742,0.496265079732966,0,0.419642857142857,0,0,1,1,0.25954076302925,-1.93609867394184,0.0210085760506155
"nms9_c",100,558,0.424731182795699,0.494745658824157,0,0.40625,0,0,1,1,0.303727483044343,-1.91116501368023,0.0209442538344869
"nms10_c",101,558,0.442652329749104,0.497146028187752,0,0.428571428571429,0,0,1,1,0.230294092289024,-1.95045043267014,0.0210458695724949
"nms11_c",102,558,0.283154121863799,0.450934893104985,0,0.229910714285714,0,0,1,1,0.960037773794426,-1.08025378229624,0.0190895962310502
"nms12_c",103,558,0.293906810035842,0.455958522701262,0,0.243303571428571,0,0,1,1,0.90237965554863,-1.18783005568074,0.0193022634299598
"nms13_c",104,558,0.154121863799283,0.361389498081543,0,0.0691964285714286,0,0,1,1,1.91072670757096,1.65385006930762,0.015298837384297
"nms14_c",105,558,0.0806451612903226,0.272533718836654,0,0,0,0,1,1,3.07193772959564,7.45016258964236,0.0115372723013631
"nms15_c",106,558,0.150537634408602,0.357918475391186,0,0.0647321428571429,0,0,1,1,1.94924885377484,1.80281156831658,0.0151518972767984
"nms16_c",107,558,0.485663082437276,0.500242857823486,0,0.482142857142857,0,0,1,1,0.0572171054049264,-2.00030134301145,0.0211769688248403
"nms17_c",108,558,0.494623655913978,0.500419699916149,0,0.493303571428571,0,0,1,1,0.0214488320970457,-2.00312013937042,0.0211844551475827
"nms18_c",109,558,0.43010752688172,0.495535170410538,0,0.412946428571429,0,0,1,1,0.2815833141866,-1.92414950450519,0.0209776765250665
"nms19_c",110,558,0.437275985663082,0.496495183945226,0,0.421875,0,0,1,1,0.252214352661197,-1.93985473321636,0.0210183171386756
