"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"scm2lue",20,484,0.62396694214876,0.747060469212907,0,0.502577319587629,0,0,3,3,1.05962243779116,0.669890058805476,0.0339572940551322
"scm3rue",21,484,1.1797520661157,0.763235960203726,1,1.17525773195876,0,0,3,3,0.215916241966159,-0.342062882067042,0.0346925436456239
"scm3lue",22,484,1.28099173553719,0.80857864707336,1,1.2680412371134,1.4826,0,3,3,0.199569126504731,-0.447936694092627,0.0367535748669709
"scm4rue",23,484,1.21280991735537,0.749161820819159,1,1.22680412371134,1.4826,0,3,3,0.0750326630436687,-0.472411151046797,0.0340528100372345
"scm4lue",24,484,1.17561983471074,0.793441431014596,1,1.17010309278351,1.4826,0,3,3,0.149630015001981,-0.576655892793803,0.0360655195915726
"scm5rise",25,484,0.630165289256198,0.830075936032011,0,0.484536082474227,0,0,3,3,1.23085273298245,0.798710750263445,0.0377307243650914
"scm6post",26,484,0.65495867768595,0.845617246932461,0,0.525773195876289,0,0,3,3,1.06741124439539,0.170273683322806,0.0384371475878391
"scm7gait",27,484,0.93801652892562,0.742304195997144,1,0.891752577319588,0,0,3,3,0.462726368310687,-0.0835912923840807,0.033741099818052
"scm8spee",28,484,0.900826446280992,0.691922741025032,1,0.858247422680412,0,0,3,3,0.394624745342698,-0.0126578185301534,0.031451033682956
"scm9free",29,484,0.62603305785124,0.869677819822996,0,0.484536082474227,0,0,3,3,1.15641148672035,0.235111927137321,0.0395308099919544
"scm10swa",30,484,0.402892561983471,0.627915065950867,0,0.288659793814433,0,0,3,3,1.39512790080035,1.21805538087174,0.0285415939068576
"scm11spe",31,484,0.849173553719008,0.725161036476006,1,0.79639175257732,1.4826,0,3,3,0.431207634681054,-0.384199253877274,0.0329618652943639
"scm12fee",32,484,0.861570247933884,0.747286612197286,1,0.79639175257732,1.4826,0,3,3,0.585692986013367,0.0298439062316138,0.0339675732816948
"scm13dre",33,484,1.01652892561983,0.733504264751033,1,0.981958762886598,0,0,3,3,0.445591124102426,0.0972802880808294,0.0333411029432288
"scm14hyg",34,484,0.948347107438017,0.721897484859076,1,0.899484536082474,0,0,3,3,0.53860365389058,0.326306625970699,0.0328135220390489
"scm15cha",35,484,0.93801652892562,0.798731520057958,1,0.873711340206186,1.4826,0,3,3,0.573383137428258,-0.127035830710947,0.0363059781844526
"scm16wal",36,484,0.96900826446281,0.731621082117685,1,0.922680412371134,0,0,3,3,0.522586537706599,0.243533660715652,0.033255503732622
"scm17han",37,484,1.20454545454545,0.762406020410773,1,1.18556701030928,0,0,3,3,0.394331103340459,-0.0373547396774421,0.0346548191095806
"scm18dpr",38,484,0.502066115702479,0.815225119595602,0,0.324742268041237,0,0,3,3,1.61791020246337,1.82160531764769,0.0370556872543455
"scm19dsv",39,484,0.510330578512397,0.820226130395968,0,0.342783505154639,0,0,3,3,1.51705211344231,1.3607336160185,0.0372830059270895
"scm20fpr",40,484,0.772727272727273,0.85247174412655,1,0.667525773195876,1.4826,0,3,3,0.830450989452919,-0.181987925742622,0.0387487156421159
"scm21fsv",41,484,0.849173553719008,0.941332553366728,1,0.737113402061856,1.4826,0,3,3,0.733976518331898,-0.613075894313249,0.0427878433348513
"hy",42,484,2.46694214876033,0.921865821537818,2,2.43298969072165,1.4826,1,5,4,0.53200044693585,-0.0842048244835838,0.0419029918880827
"cisimot",43,484,2.79338842975207,1.19811691706052,3,2.77319587628866,1.4826,0,6,6,0.228279132608211,-0.308255328161001,0.0544598598663871
"cisidis",44,484,2.43595041322314,1.30535960222379,2,2.39432989690722,1.4826,0,6,6,0.307015110833728,-0.313962472604679,0.0593345273738085
"cisicomp",45,484,1.67355371900826,1.72811454814727,1,1.47680412371134,1.4826,0,6,6,0.653149640556507,-0.685054700312834,0.0785506612794212
"cisicog",46,484,1.25619834710744,1.32832761567801,1,1.06958762886598,1.4826,0,5,5,0.936929617397322,0.0720601552522391,0.0603785279853642
"nms1",47,484,1.30785123966942,2.42789609152466,0,0.724226804123711,0,0,12,12,2.5113011848308,6.59401174854158,0.110358913251121
"nms2",48,484,0.256198347107438,0.943794601823959,0,0.00257731958762887,0,0,6,6,4.38247162440412,19.9025840774582,0.0428997546283618
"nms3",49,484,2.14876033057851,3.07103251302601,0,1.51546391752577,0,0,12,12,1.64437163590007,2.21912295001181,0.139592386955728
"nms4",50,484,2.73140495867769,3.51367710532318,1,2.09278350515464,1.4826,0,12,12,1.27732383217753,0.646676977071031,0.159712595696508
"nms5",51,484,2.18181818181818,3.49326474100155,0,1.44587628865979,0,0,12,12,1.55507416375807,1.23830467093276,0.158784760954616
"nms6",52,484,1.21074380165289,2.61723232359601,0,0.525773195876289,0,0,12,12,2.54230702980461,6.13786323149357,0.118965105618001
"nms7",53,484,1.39876033057851,2.59878903802882,0,0.780927835051546,0,0,12,12,2.32986707686552,5.50958535654554,0.118126774455856
"nms8",54,484,1.79752066115702,3.00246862709922,0,1.0979381443299,0,0,12,12,1.92689664918208,3.06171844650929,0.136475846686328
"nms9",55,484,1.61157024793388,2.88459002997267,0,0.925257731958763,0,0,12,12,2.14749272656514,4.14724896115013,0.131117728635121
"nms10",56,484,1.7004132231405,2.88336412004604,0,1.04123711340206,0,0,12,12,2.0295160530902,3.72363980538375,0.131062005456638
"nms11",57,484,1.00413223140496,2.14195579033216,0,0.466494845360825,0,0,12,12,2.72192702895465,8.00688893151655,0.0973616268332798
"nms12",58,484,1.22933884297521,2.59460476548713,0,0.543814432989691,0,0,12,12,2.50511054904429,5.92478237589161,0.117936580249415
"nms13",59,484,0.586776859504132,1.85127977216458,0,0.077319587628866,0,0,12,12,4.07449397012222,18.0632329272411,0.0841490805529353
"nms14",60,484,0.351239669421488,1.49691833631185,0,0,0,0,12,12,5.28047262242319,30.6672515267325,0.0680417425596296
"nms15",61,484,0.59297520661157,1.82507047182493,0,0.0824742268041237,0,0,12,12,3.96838965056564,17.6854867099872,0.0829577487193152
"nms16",62,484,1.91528925619835,2.98010201011505,0,1.26288659793814,0,0,12,12,1.74425722999245,2.37167042095896,0.135459182277957
"nms17",63,484,1.7603305785124,2.77753422495977,0,1.14948453608247,0,0,12,12,1.91685411204399,3.33404463648759,0.126251555679989
"nms18",64,484,1.55165289256198,2.6825518110209,0,0.912371134020619,0,0,12,12,2.17846882057213,4.59674511030337,0.121934173228223
"nms19",65,484,2.08057851239669,3.31314510903036,0,1.32474226804124,0,0,12,12,1.74995823335761,2.16566053837172,0.150597504955925
"nms20",66,484,0.983471074380165,2.15730631468817,0,0.412371134020619,0,0,12,12,2.75744404333981,7.78397397460538,0.0980593779403714
"nms21",67,484,2.4297520661157,3.80056974323379,0,1.60824742268041,0,0,12,12,1.48682544503532,0.892422952239952,0.17275317014699
"nms22",68,484,2.24380165289256,3.22748015758677,0,1.57474226804124,0,0,12,12,1.54986474401138,1.63998798342109,0.146703643526671
"nms23",69,484,2.24793388429752,3.39596884820516,0,1.54639175257732,0,0,12,12,1.51878787705775,1.32296897765351,0.154362220372962
"nms24",70,484,3.23553719008264,3.65747448201703,2,2.62886597938144,2.9652,0,12,12,1.07760590407335,0.184993635133837,0.166248840091683
"nms25",71,484,1.99380165289256,3.47930331576042,0,1.13144329896907,0,0,12,12,1.857970096533,2.41641580548001,0.158150150716383
"nms26",72,484,2.23760330578512,3.74433336379152,0,1.37628865979381,0,0,12,12,1.60381532789316,1.28506694008063,0.170196971081433
"nms27",73,484,1.24586776859504,2.74512243352191,0,0.510309278350515,0,0,12,12,2.67044796421051,6.6871034840365,0.124778292432814
"nms28",74,484,2.19421487603306,3.46223153593042,0,1.44845360824742,0,0,12,12,1.56246288729517,1.44397768481366,0.15737416072411
"nms29",75,484,1.30165289256198,2.58437680562837,0,0.631443298969072,0,0,12,12,2.76255422489169,7.39984282235231,0.117471672983108
"nms30",76,484,1.26652892561983,2.79922266960437,0,0.505154639175258,0,0,12,12,2.49622283172462,5.61760913654006,0.127237394072926
"nms_d1",77,484,1.56404958677686,2.9188522882746,0,0.827319587628866,0,0,18,18,2.59047534536599,7.29814690925189,0.132675104012482
"nms_d2",78,484,8.27272727272727,8.80758190224782,5,6.86340206185567,7.413,0,48,48,1.36171756702769,1.6732474283838,0.400344631920355
"nms_d3",79,484,7.34297520661157,10.4420976803637,3,5.10567010309278,4.4478,0,60,60,1.92945998646724,3.6834246472783,0.474640803652897
"nms_d4",80,484,1.53099173553719,3.72905749779723,0,0.510309278350515,0,0,33,33,3.40937833803025,15.0931518706696,0.169502613536238
"nms_d5",81,484,5.22727272727273,7.28465871458586,2,3.67268041237113,2.9652,0,36,36,1.91464079628068,3.5979307114791,0.331120850662994
"nms_d6",82,484,5.49380165289256,6.68253516270155,3,4.22938144329897,4.4478,0,32,32,1.54263185985283,2.00875954881938,0.303751598304616
"nms_d7",83,484,7.72727272727273,8.55623221580906,5,6.22680412371134,7.413,0,36,36,1.40244761749929,1.54272622618156,0.388919646173139
"nms_d8",84,484,4.23140495867769,6.19491587522328,1,2.95876288659794,1.4826,0,24,24,1.71327670171051,2.45500789507632,0.281587085237422
"nms_d9",85,484,6.00826446280992,7.23288540972443,4,4.70360824742268,5.9304,0,48,48,1.63267255421537,3.11088905126719,0.328767518623838
"nmstot",86,484,47.3987603305785,40.450364217566,36,41.4381443298969,32.6172,0,225,225,1.4023335920287,1.95824492398453,1.83865291898027
"scmmotex",87,484,11.6694214876033,6.3230996274442,11,11.0773195876289,5.9304,1,35,34,0.894377352319566,0.654468087286593,0.287413619429282
"scmadl",88,484,6.78719008264463,4.2301981947784,7,6.51546391752577,2.9652,0,21,21,0.708497147245819,0.705555634363066,0.192281736126291
"scmmotcp",89,484,2.63429752066116,2.96713211779757,2,2.1701030927835,2.9652,0,12,12,1.07297997757787,0.552397191061115,0.134869641718071
"scmtot",90,484,21.0909090909091,11.8540119092097,19,20.0489690721649,11.8608,1,65,64,0.907261123313353,0.84188631796611,0.538818723145895
"cisitot",91,484,8.15909090909091,4.56894504225777,8,7.81701030927835,4.4478,0,23,23,0.615360479808246,-0.0693969897933187,0.207679320102626
"nms_d1c",92,484,0.411157024793388,0.492552720357428,0,0.389175257731959,0,0,1,1,0.359999698209545,-1.87425985732841,0.0223887600162467
"nms_d2c",93,484,0.809917355371901,0.39277216353987,1,0.88659793814433,0,0,1,1,-1.57484190055694,0.481133887712587,0.0178532801609032
"nms_d3c",94,484,0.677685950413223,0.467846058330039,1,0.721649484536082,0,0,1,1,-0.758022120839911,-1.42834078395721,0.0212657299240927
"nms_d4c",95,484,0.258264462809917,0.438133019471321,0,0.198453608247423,0,0,1,1,1.10120019665232,-0.788975443763736,0.0199151372486964
"nms_d5c",96,484,0.665289256198347,0.47237749297333,1,0.706185567010309,0,0,1,1,-0.698372602100148,-1.51539389006519,0.0214717042260605
"nms_d6c",97,484,0.704545454545455,0.456718876887277,1,0.755154639175258,0,0,1,1,-0.893866447391563,-1.20347649823577,0.0207599489494217
"nms_d7c",98,484,0.776859504132231,0.416782575463144,1,0.845360824742268,0,0,1,1,-1.32581109014139,-0.24271363001791,0.018944662521052
"nms_d8c",99,484,0.508264462809917,0.500448954027776,1,0.510309278350515,0,0,1,1,-0.0329599548851308,-2.00303935475513,0.0227476797285353
"nms_d9c",100,484,0.752066115702479,0.432260019430587,1,0.814432989690722,0,0,1,1,-1.16386113281595,-0.646750727672027,0.0196481827013903
"nms1_c",101,484,0.396694214876033,0.48971769182768,0,0.371134020618557,0,0,1,1,0.42102764568057,-1.82649667735591,0.0222598950830764
"nms2_c",102,484,0.101239669421488,0.301957918030954,0,0.00257731958762887,0,0,1,1,2.63570797012308,4.95721147391949,0.0137253599104979
"nms3_c",103,484,0.495867768595041,0.500500237417164,0,0.494845360824742,0,0,1,1,0.0164782888337753,-2.00385586638577,0.0227500107916893
"nms4_c",104,484,0.574380165289256,0.494948214556141,1,0.592783505154639,0,0,1,1,-0.299936377499063,-1.91397987564566,0.0224976461161882
"nms5_c",105,484,0.415289256198347,0.493281695658267,0,0.394329896907216,0,0,1,1,0.34274826067043,-1.88640837007972,0.022421895257194
"nms6_c",106,484,0.276859504132231,0.447909398295378,0,0.221649484536082,0,0,1,1,0.994305824494217,-1.0134370078098,0.0203595181043353
"nms7_c",107,484,0.361570247933884,0.480952313187271,0,0.327319587628866,0,0,1,1,0.574459198527201,-1.67344135500586,0.0218614687812396
"nms8_c",108,484,0.433884297520661,0.496122224807092,0,0.417525773195876,0,0,1,1,0.265979214351547,-1.93323655024362,0.0225510102185042
"nms9_c",109,484,0.402892561983471,0.490986985893956,0,0.378865979381443,0,0,1,1,0.394742857135302,-1.84798342663397,0.0223175902679071
"nms10_c",110,484,0.421487603305785,0.494308243505565,0,0.402061855670103,0,0,1,1,0.317009404669917,-1.90342493581682,0.0224685565229802
"nms11_c",111,484,0.301652892561983,0.459450291955904,0,0.252577319587629,0,0,1,1,0.861626612629489,-1.26019048206937,0.0208841041798138
"nms12_c",112,484,0.301652892561983,0.459450291955904,0,0.252577319587629,0,0,1,1,0.861626612629489,-1.26019048206937,0.0208841041798138
"nms13_c",113,484,0.15495867768595,0.362239694998514,0,0.0695876288659794,0,0,1,1,1.90110819865517,1.61756726179572,0.0164654406817506
"nms14_c",114,484,0.0826446280991736,0.275629206309253,0,0,0,0,1,1,3.02212579711982,7.14802577960448,0.0125286002867842
"nms15_c",115,484,0.148760330578512,0.356220254864703,0,0.0618556701030928,0,0,1,1,1.96796202820242,1.87676495567376,0.0161918297665774
"nms16_c",116,484,0.466942148760331,0.499422180369123,0,0.458762886597938,0,0,1,1,0.13211087208722,-1.98663854488671,0.0227010081985965
"nms17_c",117,484,0.477272727272727,0.5,0,0.471649484536082,0,0,1,1,0.0907212622088654,-1.99588057509733,0.0227272727272727
"nms18_c",118,484,0.425619834710744,0.494948214556141,0,0.407216494845361,0,0,1,1,0.299936377499063,-1.91397987564566,0.0224976461161882
"nms19_c",119,484,0.456611570247934,0.498629265964408,0,0.445876288659794,0,0,1,1,0.173671251134065,-1.97390381250936,0.0226649666347458
"nms20_c",120,484,0.289256198347107,0.453886214960615,0,0.237113402061856,0,0,1,1,0.926700893938128,-1.14357541461299,0.0206311915891188
"nms21_c",121,484,0.43595041322314,0.496393750262869,0,0.420103092783505,0,0,1,1,0.257526420854552,-1.93767079693925,0.0225633522846759
"nms22_c",122,484,0.497933884297521,0.500513057443483,0,0.497422680412371,0,0,1,1,0.00823893338133773,-2.00405994200925,0.0227505935201583
"nms23_c",123,484,0.43801652892562,0.496656514412133,0,0.422680412371134,0,0,1,1,0.249087263557649,-1.94195504125523,0.0225752961096424
"nms24_c",124,484,0.642561983471074,0.479741180955899,1,0.677835051546392,0,0,1,1,-0.593100778361266,-1.65163113003735,0.0218064173161772
"nms25_c",125,484,0.37603305785124,0.484889655695997,0,0.345360824742268,0,0,1,1,0.510263770941566,-1.74321978014274,0.0220404388952726
"nms26_c",126,484,0.37396694214876,0.484355633659088,0,0.342783505154639,0,0,1,1,0.519340130396445,-1.73385537709787,0.0220161651663222
"nms27_c",127,484,0.299586776859504,0.458550956854117,0,0.25,0,0,1,1,0.872309361669519,-1.24162892888796,0.0208432253115508
"nms28_c",128,484,0.386363636363636,0.487419367435838,0,0.358247422680412,0,0,1,1,0.465314205127516,-1.78716237707432,0.0221554257925381
"nms29_c",129,484,0.444214876033058,0.497392375559566,0,0.430412371134021,0,0,1,1,0.223846878970434,-1.95391679526485,0.0226087443436166
"nms30_c",130,484,0.258264462809917,0.438133019471321,0,0.198453608247423,0,0,1,1,1.10120019665232,-0.788975443763736,0.0199151372486964
"num_nms",131,484,11.1384297520661,6.10055918534826,10,10.6958762886598,5.9304,0,30,30,0.641161339095968,0.178953261227887,0.277298144788557
"dom1_n",132,484,1.22107438016529,0.661488755262041,1,1.27577319587629,0,0,2,2,-0.274094725501567,-0.778937353250261,0.0300676706937291
"dom2_n",133,484,1.76239669421488,1.25247218871667,2,1.70360824742268,1.4826,0,4,4,0.195146430241143,-0.968812434927433,0.0569305540325758
"dom3_n",134,484,2.22314049586777,2.11467358265346,2,2.03092783505155,2.9652,0,6,6,0.52583987882201,-1.10787658861465,0.0961215264842482
"dom4_n",135,484,0.386363636363636,0.748704885927146,0,0.198453608247423,0,0,3,3,2.01476029451906,3.37285711724939,0.0340320402694157
"dom5_n",136,484,1.3698347107438,1.19418846962583,1,1.33762886597938,1.4826,0,3,3,0.177481478125184,-1.50022844009037,0.0542812940739015
"dom6_n",137,484,1.18181818181818,0.996889572558454,1,1.10309278350515,1.4826,0,3,3,0.394731257767149,-0.919249861796497,0.0453131623890206
"dom7_n",138,484,1.57851239669421,1.11828074280199,2,1.5979381443299,1.4826,0,3,3,-0.0768293430083886,-1.36280338091568,0.0508309428546361
"dom8_n",139,484,0.75,0.819975760890043,1,0.688144329896907,1.4826,0,2,2,0.487654613646977,-1.34802844797198,0.037271625495002
"dom9_n",140,484,1.38842975206612,1.13021297999456,1,1.29896907216495,1.4826,0,4,4,0.530485369059811,-0.492198210437371,0.0513733172724799
"domns",141,484,5.56404958677686,2.10245565917056,6,5.6520618556701,2.9652,0,9,9,-0.348286861136124,-0.508396923832602,0.0955661663259344
"tremor",142,484,2.66735537190083,2.60253269495597,2,2.33505154639175,2.9652,0,12,12,0.940437453888749,0.536804459006576,0.118296940679817
"bradykin",143,484,2.46074380165289,1.32052920271393,2,2.41237113402062,1.4826,0,6,6,0.302793292987694,-0.156840498658934,0.0600240546688152
"rigidity",144,484,2.38842975206612,1.34131298009934,2,2.38144329896907,1.4826,0,6,6,0.194376058670436,-0.237639311106432,0.0609687718226971
"axial",145,484,3.12396694214876,2.62041751587358,3,2.80412371134021,2.9652,0,12,12,1.03294097023555,0.733879509286807,0.119109887085163
"pigd",146,484,3.18801652892562,2.71941508746747,3,2.86340206185567,2.9652,0,12,12,1.00529058017028,0.808436171172314,0.123609776703067
