"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"nms17",63,781,1.72983354673496,2.81570569520349,0,1.0816,0,0,12,12,2.00833161311232,3.65728920010597,0.100753871335003
"nms18",64,781,1.54673495518566,2.75530820420765,0,0.8768,0,0,12,12,2.20589492745748,4.56953196607426,0.0985926791879973
"nms19",65,781,1.96670934699104,3.31877611883522,0,1.1712,0,0,12,12,1.84331391624003,2.44398792839731,0.11875514640483
"nms20",66,781,1.0921895006402,2.30366551724106,0,0.4928,0,0,12,12,2.59098744131563,6.63791756983195,0.0824316332201806
"nms21",67,781,2.6145966709347,3.82317387244054,0,1.832,0,0,12,12,1.37012738980494,0.5932566753594,0.136803917075353
"nms22",68,781,2.37387964148528,3.45647425682,0,1.656,0,0,12,12,1.50277354413207,1.27254840702044,0.123682373174737
"nms23",69,781,2.30217669654289,3.51200985258238,0,1.5648,0,0,12,12,1.51176765472703,1.19805812699918,0.125669593032085
"nms24",70,781,3.34186939820743,3.82463688081637,2,2.6976,2.9652,0,12,12,1.0511719351502,-0.00284653726789141,0.136856267630992
"nms25",71,781,1.84122919334187,3.44746514457276,0,0.9424,0,0,12,12,1.97283087253873,2.77710321214361,0.123360001792761
"nms26",72,781,1.7336747759283,3.44974996369917,0,0.8144,0,0,12,12,2.03367952616598,2.92313821803198,0.123441759049096
"nms27",73,781,1.58898847631242,3.11634757057621,0,0.776,0,0,12,12,2.18817866997696,3.9175669860853,0.111511683446125
"nms28",74,781,2.41997439180538,3.64097908773067,0,1.6784,0,0,12,12,1.41158120133149,0.857121350157844,0.13028447510106
"nms29",75,781,1.47375160051216,2.7634779062295,0,0.7536,0,0,12,12,2.52190748936563,5.86370739542014,0.0988850141105557
"nms30",76,781,1.50832266325224,3.06200786787599,0,0.696,0,0,12,12,2.17565443857625,3.83190430673141,0.109567256007005
"nms_d1",77,781,1.75928297055058,3.31560900513815,0,0.9488,0,0,24,24,2.84909869753068,10.2496694294396,0.118641818166555
"nms_d2",78,781,8.70806658130602,8.75532359522478,6,7.4256,7.413,0,48,48,1.2069927215782,1.20429718021611,0.313290110011244
"nms_d3",79,781,8.70294494238156,11.8299426286963,4,6.2304,5.9304,0,60,60,1.82288394614673,3.15781374690483,0.423308629002859
"nms_d4",80,781,1.65428937259923,3.94296812101437,0,0.5552,0,0,33,33,3.12624673017876,11.4296106708807,0.141090492312261
"nms_d5",81,781,5.22151088348271,7.43869634783744,2,3.6,2.9652,0,36,36,1.98958921847322,3.92892478380754,0.266177482968795
"nms_d6",82,781,5.67349551856594,6.91502835313489,3,4.3568,4.4478,0,36,36,1.57252562957336,2.2464185061979,0.247439168857914
"nms_d7",83,781,8.0179257362356,9.08787223973576,5,6.3888,7.413,0,36,36,1.36050602469029,1.18664407778409,0.325189636086986
"nms_d8",84,781,3.57490396927017,5.97225080168291,0,2.2224,0,0,24,24,1.96254755739211,3.35927975958097,0.213703935705411
"nms_d9",85,781,6.9910371318822,7.7425677563351,4,5.7072,5.9304,0,48,48,1.39098628305366,1.91218066996807,0.277050856860929
"nmstot",86,781,50.303457106274,42.1679043195149,39,44.2944,37.065,0,225,225,1.32283651015657,1.66312924258008,1.50888624955104
"scmmotex",87,781,11.7746478873239,6.7223639412926,11,11.0672,5.9304,0,41,41,1.06962463732505,1.33782328270401,0.240545094170116
"scmadl",88,781,6.92573623559539,4.29515121695302,7,6.6256,2.9652,0,21,21,0.748648460404807,0.656607608329336,0.153692594298634
"scmmotcp",89,781,2.75416133162612,3.03458673223838,2,2.2928,2.9652,0,12,12,0.991031380029152,0.256262487845954,0.108586050628688
"scmtot",90,781,21.4545454545455,12.4029378428204,19,20.2064,10.3782,1,72,71,1.02979698507315,1.18038337129136,0.443812009799288
"cisitot",91,781,8.2932138284251,4.68191474545468,8,7.9088,4.4478,0,24,24,0.697604632717428,0.0943043355585478,0.16753208144891
"nms_d1c",92,781,0.416133162612036,0.493232043678887,0,0.3952,0,0,1,1,0.339635084730161,-1.88705930206582,0.0176492301563255
"nms_d2c",93,781,0.825864276568502,0.379469166365596,1,0.9072,0,0,1,1,-1.71527526146466,0.943382054403332,0.0135784743514669
"nms_d3c",94,781,0.69910371318822,0.458941609323284,1,0.7488,0,0,1,1,-0.866553717583195,-1.25068112257454,0.0164222219441494
"nms_d4c",95,781,0.266325224071703,0.442319575549413,0,0.208,0,0,1,1,1.05523512578616,-0.887610418075738,0.015827438812151
