"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"d1-lightheaded",38,897,1.40802675585284,2.52723164450701,0,0.792767732962448,0,0,12,12,2.31458767755175,5.35780796694623,0.0843818085571882
"d1-fainting",39,897,0.312151616499443,1.24579540506156,0,0,0,0,12,12,5.51479013260416,36.5581040880662,0.0415958978670653
"d2-drowsiness",40,897,1.89409141583055,2.88564386161877,0,1.28511821974965,0,0,12,12,1.79369225049454,2.8887702828014,0.0963488441689085
"d2-fatigue",41,897,3.11482720178372,3.68866095498982,1,2.50486787204451,1.4826,0,12,12,1.08446857240664,0.0753415723893149,0.123160804516217
"d2-insomnia",42,897,2.36120401337793,3.61312245929705,0,1.60083449235049,0,0,12,12,1.50085374575017,1.06788793712656,0.120638647556011
"d2-rls",43,897,1.32998885172798,2.67434974153609,0,0.631432545201669,0,0,12,12,2.32891634857466,4.9232560080647,0.0892939388424304
"d3-loss_interest",44,897,1.40691192865106,2.66560372961752,0,0.746870653685675,0,0,12,12,2.31371752231547,5.20897031372109,0.0890019180041526
"d3-loss_activities",45,897,1.91304347826087,3.16425653352219,0,1.16550764951321,0,0,12,12,1.85140448139299,2.59632177962115,0.105651450518137
"d3-anxiety",46,897,2.0133779264214,3.1742264708879,0,1.29763560500695,0,0,12,12,1.79165429813597,2.47126036876045,0.10598433703764
"d3-depression",47,897,2.17391304347826,3.28940221399966,0,1.4547983310153,0,0,12,12,1.64822480630546,1.88594169409102,0.10982994316829
"d3-flat_affect",48,897,1.1371237458194,2.46451009766652,0,0.496522948539638,0,0,12,12,2.6444864744472,6.94037733366843,0.0822875970631969
"d3-loss_pleasure",49,897,1.42251950947603,2.89759465862662,0,0.650904033379694,0,0,12,12,2.32565334503187,4.70950345257575,0.0967478696667944
"d4-hallucination",50,897,0.61092530657748,1.82590881603089,0,0.0973574408901252,0,0,12,12,3.82578676379369,16.0522824220521,0.0609653208846455
"d4-delusion",51,897,0.421404682274247,1.70500478833257,0,0,0,0,12,12,4.76112783436586,23.6996500600949,0.0569284528985996
"d4-diplopia",52,897,0.597547380156076,1.8497449764609,0,0.0820584144645341,0,0,12,12,4.01451587088406,17.8761581450799,0.0617611871165819
"d5-loss_concentration",53,897,1.96321070234114,2.98504194177754,0,1.31432545201669,0,0,12,12,1.75116367920647,2.47109516047331,0.0996676494668477
"d5-forget_explicit",54,897,1.84057971014493,2.86609702619452,0,1.2086230876217,0,0,12,12,1.87298082277047,3.04810423772479,0.0956961943303973
"d5-forget_implicit",55,897,1.55406911928651,2.75357471552293,0,0.890125173852573,0,0,12,12,2.19568552896991,4.52579007380688,0.0919391837302254
"d6-drooling",56,897,1.84057971014493,3.22036677469525,0,1.05006954102921,0,0,12,12,1.93642145531183,2.84979637939696,0.107524916940992
"d6-swallowing",57,897,1.05239687848383,2.26890307106388,0,0.460361613351878,0,0,12,12,2.66637484174708,7.12002688539657,0.0757564685427464
"d6-constipation",58,897,2.6164994425864,3.81258428013544,0,1.84561891515994,0,0,12,12,1.36177261895427,0.575221365495782,0.127298483909769
"d7-urinary_urgency",59,897,2.39576365663322,3.41322662036036,0,1.71070931849791,0,0,12,12,1.45897639408518,1.17192593075771,0.113964319759746
"d7-urinary_frequency",60,897,2.34113712374582,3.46049323618026,0,1.63421418636996,0,0,12,12,1.48597834490911,1.18645402259105,0.115542506126607
"d7-nocturia",61,897,3.31326644370123,3.78273983774256,2,2.67732962447844,2.9652,0,12,12,1.07179343894893,0.0620435772039469,0.126302006982153
"d8-sex_drive",62,897,1.82720178372352,3.42101832500161,0,0.949930458970793,0,0,12,12,1.960529567365,2.73594689309938,0.114224477205464
"d8-sex_dysfunction",63,897,1.69788182831661,3.42801059932078,0,0.785813630041725,0,0,12,12,2.05375452209505,2.98772647627063,0.114457942449642
"d9-unexplained_pain",64,897,1.69565217391304,3.22758635277141,0,0.860917941585535,0,0,12,12,2.06403557642265,3.2526760516934,0.107765971636715
"d9-taste_smell",65,897,2.34002229654404,3.5914850315218,0,1.60639777468707,0,0,12,12,1.44809831207119,0.96497188534851,0.119916194870612
"d9-weight_change",66,897,1.50055741360089,2.6382001696937,1,0.84144645340751,1.4826,0,12,12,2.57957115027327,6.39414733654504,0.0880869397700428
"d9-sweating",67,897,1.55183946488294,3.08832758299925,0,0.74547983310153,0,0,12,12,2.12765401564857,3.61093929856082,0.103116256650609
"nms_d1",68,897,1.72017837235229,3.24600798293699,0,0.931849791376912,0,0,24,24,2.88828987239687,10.5902780710374,0.108381051965153
"nms_d2",69,897,8.70011148272018,8.61246047503188,6,7.4547983310153,7.413,0,48,48,1.20777332126025,1.22174543942012,0.287561685368281
"nms_d3",70,897,8.65997770345597,11.5650959054853,4,6.28511821974965,5.9304,0,60,60,1.85548245896069,3.46325362696332,0.386147312915809
"nms_d4",71,897,1.6298773690078,3.86102307733259,0,0.559109874826147,0,0,33,33,3.11182875073542,11.335076938556,0.128915808273649
"nms_d5",72,897,5.35785953177258,7.37349614587832,2,3.80806675938804,2.9652,0,36,36,1.90129660321129,3.57518485985309,0.246193870487104
"nms_d6",73,897,5.50947603121516,6.777076106334,3,4.21418636995828,4.4478,0,36,36,1.60939823201022,2.44370983143958,0.226279984988761
"nms_d7",74,897,8.05016722408027,8.91106495627995,5,6.50486787204451,7.413,0,36,36,1.33503696293307,1.16821550444783,0.297531798802782
"nms_d8",75,897,3.52508361204013,5.97966099010783,0,2.15438108484006,0,0,24,24,1.97285094561387,3.34394327847189,0.199655069214121
"nms_d9",76,897,7.08807134894091,7.76640274299062,4,5.79554937413074,5.9304,0,48,48,1.42436587459224,2.010044073356,0.259312639924186
"nmstot",77,897,50.2408026755853,41.503495800242,39,44.3351877607789,35.5824,0,225,225,1.32035558742628,1.65466769554548,1.38576139020816
"scmmotex",78,897,11.5484949832776,6.5752970862597,10,10.8609179415855,5.9304,0,41,41,1.07119200397004,1.39284130413237,0.219542779604453
"scmadl",79,897,6.81047937569677,4.19951388208627,7,6.52573018080668,2.9652,0,21,21,0.735263528723101,0.707764736712951,0.140217687287065
"scmmotcp",80,897,2.72798216276477,3.01810527123441,2,2.26703755215577,2.9652,0,12,12,0.995467834229571,0.249174639118646,0.100771601905302
"scmtot",81,897,21.0869565217391,12.0824556152982,19,19.8915159944367,10.3782,1,72,71,1.03107652135741,1.2696001384285,0.403421450838038
"cisitot",82,897,8.29319955406912,4.61217920357532,8,7.94019471488178,4.4478,0,24,24,0.665199149633574,0.0467101158697698,0.153996181328861
"nms_d1c",83,897,0.415830546265329,0.49313954831318,0,0.394993045897079,0,0,1,1,0.340981045327536,-1.88583057481658,0.0164654502677606
"nms_d2c",84,897,0.837235228539576,0.369356860454368,1,0.920723226703755,0,0,1,1,-1.82403147524597,1.32857568213158,0.0123324666165394
"nms_d3c",85,897,0.709030100334448,0.454463056641447,1,0.760778859527121,0,0,1,1,-0.918873667908879,-1.15695726271794,0.015174079798021
"nms_d4c",86,897,0.272017837235229,0.44524728246068,0,0.21557719054242,0,0,1,1,1.02292820649977,-0.954678458728396,0.0148663740543397
"nms_d5c",87,897,0.668896321070234,0.470872821013317,1,0.710709318497914,0,0,1,1,-0.716575785768074,-1.48817447350141,0.0157219858828096
"nms_d6c",88,897,0.697881828316611,0.459432364583744,1,0.746870653685675,0,0,1,1,-0.860458424389628,-1.26101338478658,0.0153400001608654
"nms_d7c",89,897,0.777034559643255,0.416467542800257,1,0.845618915159944,0,0,1,1,-1.32891851364778,-0.234232986255281,0.0139054465162449
"nms_d8c",90,897,0.420289855072464,0.493880774541486,0,0.400556328233658,0,0,1,1,0.322431185800389,-1.89815051311494,0.0164901990911739
"nms_d9c",91,897,0.819397993311037,0.384902693692887,1,0.898470097357441,0,0,1,1,-1.65777961530434,0.749072065967354,0.0128515268803841
"nms1_c",92,897,0.402452619843924,0.490665778828905,0,0.378303198887344,0,0,1,1,0.397169054323602,-1.84430910110859,0.0163828535087771
"nms2_c",93,897,0.0992196209587514,0.299123447354843,0,0,0,0,1,1,2.67671144948959,5.17055218318424,0.00998744120845567
"nms3_c",94,897,0.45819397993311,0.498527154663548,0,0.447844228094576,0,0,1,1,0.167531149257873,-1.97413040116591,0.0166453372079334
"nms4_c",95,897,0.620958751393534,0.485419065401826,1,0.650904033379694,0,0,1,1,-0.497812763852485,-1.75413428162477,0.0162076708463882
"nms5_c",96,897,0.454849498327759,0.498235059854894,0,0.443671766342142,0,0,1,1,0.181039715181575,-1.96941645342738,0.0166355844461405
"nms6_c",97,897,0.31438127090301,0.464527988168298,0,0.268428372739917,0,0,1,1,0.798280409409723,-1.3642655811995,0.0155101380802469
"nms7_c",98,897,0.347826086956522,0.476546192191193,0,0.310152990264256,0,0,1,1,0.637941370287271,-1.59480501295246,0.0159114142328565
"nms8_c",99,897,0.433667781493868,0.495856979351879,0,0.417246175243394,0,0,1,1,0.26724750201637,-1.93072747303867,0.0165561826492474
"nms9_c",100,897,0.463768115942029,0.498963729455989,0,0.454798331015299,0,0,1,1,0.145066623610138,-1.98116059930805,0.0166599140159742
"nms10_c",101,897,0.477146042363434,0.499756072048764,0,0.471488178025035,0,0,1,1,0.0913584874690512,-1.99387272318255,0.0166863695651205
"nms11_c",102,897,0.289855072463768,0.453948059341275,0,0.237830319888734,0,0,1,1,0.924822335662363,-1.14597748720186,0.0151568845386608
"nms12_c",103,897,0.313266443701226,0.464080467208644,0,0.267037552155772,0,0,1,1,0.803849305585477,-1.35533352946236,0.0154951957903207
"nms13_c",104,897,0.163879598662207,0.370372789692334,0,0.0806675938803894,0,0,1,1,1.81301485700507,1.28846301246941,0.0123663875064791
"nms14_c",105,897,0.0891861761426979,0.285171286851257,0,0,0,0,1,1,2.87796041433607,6.28967177079935,0.0095215921284429
"nms15_c",106,897,0.15273132664437,0.359929011245064,0,0.066759388038943,0,0,1,1,1.92749968996561,1.71717313327019,0.0120176798937573
"nms16_c",107,897,0.483835005574136,0.500017418871611,0,0.479833101529903,0,0,1,1,0.0645856429833993,-1.99805245080966,0.0166950956815493
"nms17_c",108,897,0.48494983277592,0.50005225479452,0,0.481223922114047,0,0,1,1,0.0601272716766167,-1.99860908784407,0.0166962588191604
"nms18_c",109,897,0.412486064659978,0.492556373763052,0,0.390820584144645,0,0,1,1,0.354949715731107,-1.87609849780747,0.0164459786362814
"nms19_c",110,897,0.399108138238573,0.489988254358348,0,0.37413073713491,0,0,1,1,0.4113542880797,-1.83282720817277,0.0163602316251474
"nms20_c",111,897,0.293199554069119,0.455483109495309,0,0.242002781641168,0,0,1,1,0.907036484392595,-1.17859501863386,0.015208138371488
"nms21_c",112,897,0.47603121516165,0.499703786281959,0,0.47009735744089,0,0,1,1,0.0958250245136594,-1.99303572798713,0.01668462379418
"nms22_c",113,897,0.498327759197324,0.500276142092415,0,0.497913769123783,0,0,1,1,0.00667781811922691,-2.00218376853979,0.0167037341984556
"nms23_c",114,897,0.460423634336678,0.498709315180635,0,0.450625869262865,0,0,1,1,0.158538225178385,-1.97706599097022,0.0166514193705689
"nms24_c",115,897,0.647714604236343,0.477948806165991,1,0.684283727399166,0,0,1,1,-0.617429842166804,-1.62058333325102,0.0159582461503653
"nms25_c",116,897,0.33221850613155,0.471271652085001,0,0.290681502086231,0,0,1,1,0.711243486654281,-1.49579653021856,0.015735302464695
"nms26_c",117,897,0.285395763656633,0.451854665744692,0,0.232267037552156,0,0,1,1,0.94882273418504,-1.1009590710806,0.0150869881609047
"nms27_c",118,897,0.348940914158305,0.476901145918293,0,0.311543810848401,0,0,1,1,0.632796470946511,-1.60135012790629,0.0159232657928478
"nms28_c",119,897,0.397993311036789,0.489757123617186,0,0.372739916550765,0,0,1,1,0.416095914558802,-1.82889936952042,0.016352514394321
"nms29_c",120,897,0.544035674470457,0.498334940588783,1,0.554937413073713,0,0,1,1,-0.176534209103373,-1.97102930296519,0.0166389193667774
"nms30_c",121,897,0.29654403567447,0.456988500302952,0,0.246175243393602,0,0,1,1,0.889427834387111,-1.21026363510568,0.0152584019075634
"num_nms",122,897,11.4425863991081,5.98484816756349,11,11.0500695410292,5.9304,0,30,30,0.572740641877014,0.0225445315738368,0.199828264028284
"dom1_n",123,897,1.25306577480491,0.650852865202313,1,1.31571627260083,0,0,2,2,-0.30606998170848,-0.737988240085032,0.0217313446473215
"dom2_n",124,897,1.84838350055741,1.22263810025361,2,1.81084840055633,1.4826,0,4,4,0.0929256122659429,-0.942933283504598,0.0408226979646139
"dom3_n",125,897,2.32552954292085,2.07099047146224,2,2.15855354659249,2.9652,0,6,6,0.435273654378554,-1.13580685534836,0.0691483591804966
"dom4_n",126,897,0.405797101449275,0.751701830396831,0,0.223922114047288,0,0,3,3,1.85747977032683,2.65886723701436,0.025098593586583
"dom5_n",127,897,1.38127090301003,1.19223929800907,1,1.3518776077886,1.4826,0,3,3,0.157563641462552,-1.5009028320535,0.0398077115002975
"dom6_n",128,897,1.16833890746934,0.999766057999482,1,1.08623087621697,1.4826,0,3,3,0.422188843570603,-0.900842625046947,0.0333812170686647
"dom7_n",129,897,1.60646599777035,1.12603251091584,2,1.63282336578581,1.4826,0,3,3,-0.122644452781096,-1.37003785144712,0.0375971312213469
"dom8_n",130,897,0.617614269788183,0.79468216814496,0,0.522948539638387,0,0,2,2,0.791402071128851,-0.969691584340188,0.026533665294184
"dom9_n",131,897,1.58751393534002,1.12071612751734,2,1.53685674547983,1.4826,0,4,4,0.337043563572954,-0.616126238098329,0.03741962234632
"domns",132,897,5.61761426978818,2.02711576378759,6,5.69958275382476,1.4826,0,9,9,-0.330734160739101,-0.532078039637939,0.0676834253302292
"tremor",133,897,2.59197324414716,2.57924888000317,2,2.24200278164117,2.9652,0,12,12,1.03937791499427,0.812919956279611,0.0861186134982197
"bradykin",134,897,2.40133779264214,1.407695049068,2,2.34214186369958,1.4826,0,6,6,0.376578401078703,-0.274470562990362,0.0470015696406528
"rigidity",135,897,2.23745819397993,1.35966341549666,2,2.21140472878999,1.4826,0,6,6,0.361467647973415,-0.205901660724226,0.0453978400745422
"axial",136,897,3.24860646599777,2.67836086394324,3,2.92767732962448,2.9652,0,12,12,0.998078117103445,0.615800363346054,0.0894278663214549
"pigd",137,897,3.30657748049052,2.70925398124541,3,3.00695410292072,2.9652,0,12,12,0.932869779816821,0.560440387361036,0.0904593574851526
