"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"scm2lue",20,297,0.612794612794613,0.754426980668155,0,0.489539748953975,0,0,3,3,1.09732750933161,0.695162707785034,0.0437762934614823
"scm3rue",21,297,1.19191919191919,0.854362030953202,1,1.15062761506276,1.4826,0,3,3,0.305057335845458,-0.55140421987417,0.0495751132286276
"scm3lue",22,297,1.35690235690236,0.870244510080648,1,1.32217573221757,1.4826,0,3,3,0.135276960327564,-0.674955005751976,0.0504967081410513
"scm4rue",23,297,1.09090909090909,0.772293562343586,1,1.05857740585774,0,0,3,3,0.413931322106839,-0.107225066430373,0.0448130176808157
"scm4lue",24,297,1.16161616161616,0.801692517559502,1,1.14225941422594,1.4826,0,3,3,0.251631713808603,-0.464305014025305,0.0465189180846601
"scm5rise",25,297,0.794612794612795,0.938067630808611,1,0.648535564853556,1.4826,0,3,3,0.979199506416321,-0.0442372818356946,0.0544322047663593
"scm6post",26,297,0.872053872053872,0.939267337994424,1,0.769874476987448,1.4826,0,3,3,0.669858310609987,-0.713092631455399,0.0545018188379392
"scm7gait",27,297,1.02020202020202,0.757571662560595,1,0.98326359832636,0,0,3,3,0.431362254303937,-0.085797778710984,0.0439587664123364
"scm8spee",28,297,0.848484848484849,0.749283031587571,1,0.769874476987448,0,0,3,3,0.732926202093859,0.476521781483593,0.0434778112620478
"scm9free",29,297,0.632996632996633,0.860147365195924,0,0.502092050209205,0,0,3,3,1.09414059931249,0.0768586744386432,0.0499108123699253
"scm10swa",30,297,0.508417508417508,0.707653517459993,0,0.376569037656904,0,0,3,3,1.19603538458389,0.642070080630726,0.0410622218494134
"scm11spe",31,297,0.744107744107744,0.731880649866688,1,0.652719665271967,1.4826,0,3,3,0.796107023375099,0.442009424606403,0.042468022656042
"scm12fee",32,297,0.94949494949495,0.758382044317589,1,0.903765690376569,0,0,3,3,0.454147817057218,-0.187855669210459,0.044005789531232
"scm13dre",33,297,1.09090909090909,0.763494487814963,1,1.05857740585774,0,0,3,3,0.436661289806467,-0.0131485713070565,0.0443024435913083
"scm14hyg",34,297,1.03703703703704,0.745691662858085,1,0.99163179916318,0,0,3,3,0.574071148750859,0.366707450853399,0.043269418912014
"scm15cha",35,297,1.08754208754209,0.825529939796057,1,1.03765690376569,1.4826,0,3,3,0.447794478118238,-0.299488927108905,0.0479021056136487
"scm16wal",36,297,1.10774410774411,0.767921441101458,1,1.07112970711297,0,0,3,3,0.48483219032413,0.0760416523973126,0.0445593214750211
"scm17han",37,297,1.13468013468013,0.763643459443825,1,1.10878661087866,0,0,3,3,0.40474767032043,-0.0467395188892632,0.0443110878019604
"scm18dpr",38,297,0.616161616161616,0.842780196895051,0,0.481171548117155,0,0,3,3,1.15246587427482,0.312200342871112,0.0489030670537906
"scm19dsv",39,297,0.62962962962963,0.883901171670952,0,0.485355648535565,0,0,3,3,1.17036975032553,0.241759801618362,0.0512891480203247
"scm20fpr",40,297,0.821548821548822,0.872906932018822,1,0.736401673640167,1.4826,0,3,3,0.655213990943772,-0.657136459176179,0.0506511975311054
"scm21fsv",41,297,0.882154882154882,0.963656151660528,1,0.769874476987448,1.4826,0,3,3,0.687275388475691,-0.727075901700196,0.0559170013427844
"hy",42,297,2.50841750841751,0.976461060911393,2,2.47280334728033,1.4826,1,5,4,0.410455724775678,-0.220001465338736,0.0566600175384897
"cisimot",43,297,2.84848484848485,1.20833509842002,3,2.80753138075314,1.4826,0,6,6,0.268098160090382,-0.484868527767334,0.0701147138473179
"cisidis",44,297,2.49494949494949,1.39041412293296,2,2.40585774058577,1.4826,0,6,6,0.404958514993838,-0.407262284524766,0.0806800104426224
"cisicomp",45,297,1.83838383838384,1.74975135708758,2,1.66945606694561,2.9652,0,6,6,0.510757644354292,-0.921976731989169,0.101530871582369
"cisicog",46,297,1.32996632996633,1.41141976112911,1,1.11715481171548,1.4826,0,6,6,1.11561697147714,0.756579327347405,0.0818988811956352
"nms1",47,297,1.58585858585859,2.72256623654355,0,0.95397489539749,0,0,12,12,2.0144716722799,3.6345769720658,0.157979316213876
"nms2",48,297,0.491582491582492,1.74587250338357,0,0.0292887029288703,0,0,12,12,4.54297159035828,22.6154436039871,0.101305797662172
"nms3",49,297,1.42424242424242,2.51787223458232,0,0.832635983263598,0,0,12,12,2.14665328946088,4.60699542825507,0.146101765530675
"nms4",50,297,3.76767676767677,3.99110907880901,2,3.22594142259414,2.9652,0,12,12,0.817249085786641,-0.588650960622706,0.231587637700859
"nms5",51,297,2.63973063973064,3.83196512039928,0,1.84937238493724,0,0,12,12,1.38923885026947,0.680460984039815,0.222353168621033
"nms6",52,297,1.58585858585859,2.88053849956949,0,0.882845188284519,0,0,12,12,1.96058541495446,2.99344903456909,0.167145796631733
"nms7",53,297,1.56902356902357,2.89503011749436,0,0.874476987447699,0,0,12,12,2.15661275341865,4.14027236515685,0.167986685591522
"nms8",54,297,2.27272727272727,3.56356804327028,0,1.49372384937239,0,0,12,12,1.57670399054825,1.34560413874957,0.206779190603708
"nms9",55,297,2.53535353535354,3.54882869327122,1,1.80753138075314,1.4826,0,12,12,1.46766563982429,1.16306514684151,0.205923926770992
"nms10",56,297,2.73737373737374,3.72152030086003,1,2.03347280334728,1.4826,0,12,12,1.27785067531543,0.474373279916612,0.215944510188419
"nms11",57,297,1.55218855218855,3.01765138082911,0,0.786610878661088,0,0,12,12,2.15243223253654,3.83145128643768,0.175101892955402
"nms12",58,297,1.82154882154882,3.34883102211342,0,0.98744769874477,0,0,12,12,1.95298008925279,2.76247948763459,0.194318884840409
"nms13",59,297,0.707070707070707,1.94824518366126,0,0.163179916317992,0,0,12,12,3.28728750339155,11.511232805522,0.113048651599577
"nms14",60,297,0.525252525252525,1.97283974060151,0,0.00836820083682008,0,0,12,12,4.30236892203893,18.7249065198995,0.114475772540053
"nms15",61,297,0.622895622895623,2.01159166992236,0,0.0669456066945607,0,0,12,12,4.04250715845441,17.3847639237919,0.116724387546698
"nms16",62,297,1.99326599326599,3.05578015207121,0,1.32635983263598,0,0,12,12,1.77066944431507,2.54106500431277,0.177314348662834
"nms17",63,297,1.68013468013468,2.88086229267689,0,0.98744769874477,0,0,12,12,2.13489941404445,4.08232127836367,0.16716458501345
"nms18",64,297,1.53872053872054,2.87451800531041,0,0.836820083682008,0,0,12,12,2.22429368854924,4.41825129562443,0.166796452122295
"nms19",65,297,1.78114478114478,3.32515718525761,0,0.945606694560669,0,0,12,12,1.9994867410952,2.93889334629536,0.192945189497964
"nms20",66,297,1.26936026936027,2.51780898587683,0,0.635983263598326,0,0,12,12,2.33600995751723,5.07696159309972,0.146098095468543
"nms21",67,297,2.91582491582492,3.84711879857161,1,2.21757322175732,1.4826,0,12,12,1.19435545932122,0.190355184979716,0.223232474212815
"nms22",68,297,2.58585858585859,3.79636232627589,0,1.82008368200837,0,0,12,12,1.38437168615001,0.647114050190557,0.220287284972209
"nms23",69,297,2.39057239057239,3.69746699393817,0,1.61506276150628,0,0,12,12,1.47796096825894,0.938511702187117,0.214548795759439
"nms24",70,297,3.51515151515152,4.08283396301309,2,2.91213389121339,2.9652,0,12,12,0.984828901151148,-0.325292359200166,0.236910055312544
"nms25",71,297,1.59259259259259,3.38603237066854,0,0.677824267782427,0,0,12,12,2.17805006197398,3.47872525777174,0.196477526025365
"nms26",72,297,0.912457912457912,2.71863185094252,0,0.125523012552301,0,0,12,12,3.30323619763084,9.99211747604742,0.157751020006191
"nms27",73,297,2.14814814814815,3.57614160636695,0,1.35146443514644,0,0,12,12,1.64531748674451,1.53534721050955,0.207508782734001
"nms28",74,297,2.78787878787879,3.89283661411276,0,2.07112970711297,0,0,12,12,1.18649151284675,0.118122778705308,0.225885290934422
"nms29",75,297,1.75420875420875,3.01631668565593,1,0.98744769874477,1.4826,0,12,12,2.19410784945605,4.04373690143903,0.175024446086348
"nms30",76,297,1.9023569023569,3.4160631828887,0,1.10878661087866,0,0,12,12,1.76807013733188,1.97093576114064,0.198220090491275
"nms_d1",77,297,2.07744107744108,3.86041013400991,0,1.18410041841004,0,0,24,24,2.81623654686127,9.86012220570922,0.224003715718689
"nms_d2",78,297,9.41750841750842,8.6372521586512,8,8.3765690376569,8.8956,0,45,45,0.962678858078489,0.530303988538376,0.501184203225431
"nms_d3",79,297,10.9191919191919,13.5242600594491,6,8.36820083682008,8.8956,0,60,60,1.56069617049691,1.94793520546419,0.784757163228055
"nms_d4",80,297,1.85521885521886,4.26756086214077,0,0.677824267782427,0,0,24,24,2.74387460787561,7.35377905982086,0.247628997176581
"nms_d5",81,297,5.21212121212121,7.69556654650874,2,3.51882845188284,2.9652,0,36,36,2.0790838087544,4.27591399719698,0.446542061889109
"nms_d6",82,297,5.96632996632997,7.28003176496247,4,4.61087866108787,5.9304,0,36,36,1.5806496177445,2.35852398381006,0.422430288309229
"nms_d7",83,297,8.49158249158249,9.88997392876161,5,6.78661087866109,7.413,0,36,36,1.25998702129734,0.614626444976387,0.573874492993928
"nms_d8",84,297,2.50505050505051,5.43270950027079,0,1.05857740585774,0,0,24,24,2.54335162036324,5.97576580804441,0.315237778431797
"nms_d9",85,297,8.59259259259259,8.27355435720959,6,7.44769874476987,7.413,0,40,40,1.07971778505114,0.767919438247553,0.480080316308365
"nmstot",86,297,55.037037037037,44.4905316602017,42,49.1380753138075,41.5128,1,223,222,1.18862900045335,1.2145313058234,2.58160248787689
"scmmotex",87,297,11.9461279461279,7.33446557660374,11,11.0794979079498,5.9304,0,41,41,1.21386532176155,1.69530524388581,0.425588858420978
"scmadl",88,297,7.15151515151515,4.39678238393661,7,6.79497907949791,4.4478,0,21,21,0.795707004601791,0.524024670736858,0.255127190380997
"scmmotcp",89,297,2.94949494949495,3.13666332886665,2,2.53556485355649,2.9652,0,12,12,0.860205593269417,-0.15801560058425,0.182007666603768
"scmtot",90,297,22.047138047138,13.2480671802072,19,20.5564853556485,10.3782,2,72,70,1.13635680478232,1.32695423899371,0.768730826891362
"cisitot",91,297,8.51178451178451,4.8602805343238,8,8.06694560669456,4.4478,0,24,24,0.79118885037096,0.207935774508418,0.282022080900731
"nms_d1c",92,297,0.424242424242424,0.495061607364169,0,0.405857740585774,0,0,1,1,0.305022642118899,-1.91336953750564,0.0287263880545382
"nms_d2c",93,297,0.851851851851852,0.355846352554901,1,0.937238493723849,0,0,1,1,-1.97089088009061,1.89081120086829,0.0206482996443806
"nms_d3c",94,297,0.734006734006734,0.442606423248066,1,0.790794979079498,0,0,1,1,-1.053842964293,-0.892385700303456,0.0256826295566529
"nms_d4c",95,297,0.279461279461279,0.449491882065685,0,0.225941422594142,0,0,1,1,0.977976131244091,-1.0470541495997,0.0260821644003698
"nms_d5c",96,297,0.636363636363636,0.481857584963371,1,0.669456066945607,0,0,1,1,-0.564085753890101,-1.68745495681523,0.0279602129649657
"nms_d6c",97,297,0.7003367003367,0.458883656904678,1,0.748953974895398,0,0,1,1,-0.870208223752921,-1.24690199857604,0.026627130450115
"nms_d7c",98,297,0.744107744107744,0.437098033688887,1,0.803347280334728,0,0,1,1,-1.1131865794875,-0.763351875620068,0.025363000375802
"nms_d8c",99,297,0.303030303030303,0.460343851828676,0,0.255230125523013,0,0,1,1,0.852868995890754,-1.27687976234309,0.0267118595533177
"nms_d9c",100,297,0.858585858585859,0.349036347428705,1,0.945606694560669,0,0,1,1,-2.0478010466554,2.20093364965617,0.0202531430679092
"nms1_c",101,297,0.407407407407407,0.492181107156951,0,0.384937238493724,0,0,1,1,0.374987303168248,-1.86563214019596,0.0285592444798541
"nms2_c",102,297,0.121212121212121,0.326924466627395,0,0.0292887029288703,0,0,1,1,2.30947841022178,3.34498708201251,0.0189700816083546
"nms3_c",103,297,0.38047138047138,0.486322153010981,0,0.351464435146443,0,0,1,1,0.48990639446163,-1.76590355591992,0.0282192734784933
"nms4_c",104,297,0.683501683501683,0.465894802565952,1,0.728033472803347,0,0,1,1,-0.785086383055727,-1.38827974174099,0.0270339583842078
"nms5_c",105,297,0.491582491582492,0.500772903393845,0,0.489539748953975,0,0,1,1,0.033504874490891,-2.00559630091912,0.0290577910629765
"nms6_c",106,297,0.367003367003367,0.482800924912881,0,0.334728033472803,0,0,1,1,0.549082762877685,-1.70421223588264,0.0280149511006924
"nms7_c",107,297,0.363636363636364,0.481857584963371,0,0.330543933054393,0,0,1,1,0.564085753890101,-1.68745495681523,0.0279602129649657
"nms8_c",108,297,0.437710437710438,0.496942146483368,0,0.422594142259414,0,0,1,1,0.249847325540467,-1.94408809311126,0.0288355080018059
"nms9_c",109,297,0.525252525252525,0.500204708299262,1,0.531380753138075,0,0,1,1,-0.100628800558661,-1.99656230453566,0.0290248210395797
"nms10_c",110,297,0.521885521885522,0.500363867964105,1,0.527196652719665,0,0,1,1,-0.0871838861922355,-1.99909596085531,0.0290340564200392
"nms11_c",111,297,0.32996632996633,0.4709941314236,0,0.288702928870293,0,0,1,1,0.719589289072281,-1.48716457120672,0.0273298514557034
"nms12_c",112,297,0.353535353535354,0.478873917978657,0,0.317991631799163,0,0,1,1,0.609644810571449,-1.63380024390125,0.0277870830466819
"nms13_c",113,297,0.171717171717172,0.377770952709301,0,0.0920502092050209,0,0,1,1,1.73214746421458,1.00374843410653,0.0219204939785953
"nms14_c",114,297,0.104377104377104,0.306265152765286,0,0.00836820083682008,0,0,1,1,2.57483313685018,4.64544086963528,0.0177713066314316
"nms15_c",115,297,0.141414141414141,0.349036347428705,0,0.0543933054393305,0,0,1,1,2.0478010466554,2.20093364965617,0.0202531430679092
"nms16_c",116,297,0.474747474747475,0.500204708299262,0,0.468619246861925,0,0,1,1,0.10062880055866,-1.99656230453566,0.0290248210395797
"nms17_c",117,297,0.447811447811448,0.498108169087547,0,0.435146443514644,0,0,1,1,0.208841518310745,-1.96296054302304,0.0289031674957148
"nms18_c",118,297,0.383838383838384,0.48714011054879,0,0.355648535564854,0,0,1,1,0.475306783826368,-1.78004289972113,0.0282667361887776
"nms19_c",119,297,0.36026936026936,0.480888741034744,0,0.326359832635983,0,0,1,1,0.57917831844656,-1.6701418767997,0.0279039949382716
"nms20_c",120,297,0.32996632996633,0.4709941314236,0,0.288702928870293,0,0,1,1,0.719589289072281,-1.48716457120672,0.0273298514557034
"nms21_c",121,297,0.535353535353535,0.499590331762435,1,0.543933054393305,0,0,1,1,-0.141053569858591,-1.9867593438661,0.0289891712971114
"nms22_c",122,297,0.471380471380471,0.50002274950521,0,0.464435146443515,0,0,1,1,0.114087475413985,-1.99366274516503,0.0290142627194633
"nms23_c",123,297,0.437710437710438,0.496942146483368,0,0.422594142259414,0,0,1,1,0.249847325540467,-1.94408809311126,0.0288355080018059
"nms24_c",124,297,0.626262626262626,0.48461168459756,1,0.656903765690377,0,0,1,1,-0.519333328412722,-1.73610439136669,0.0281200220344951
"nms25_c",125,297,0.272727272727273,0.446113437386949,0,0.217573221757322,0,0,1,1,1.01547041739657,-0.972058784628931,0.0258861271568863
"nms26_c",126,297,0.158249158249158,0.365590458924168,0,0.0753138075313808,0,0,1,1,1.86328804377599,1.47684886113083,0.0212137100430957
"nms27_c",127,297,0.393939393939394,0.489446360245676,0,0.368200836820084,0,0,1,1,0.431930884478684,-1.81952809629577,0.0284005583692051
"nms28_c",128,297,0.447811447811448,0.498108169087547,0,0.435146443514644,0,0,1,1,0.208841518310745,-1.96296054302304,0.0289031674957148
"nms29_c",129,297,0.528619528619529,0.50002274950521,1,0.535564853556485,0,0,1,1,-0.114087475413986,-1.99366274516503,0.0290142627194633
"nms30_c",130,297,0.333333333333333,0.472200140801518,0,0.292887029288703,0,0,1,1,0.703538542605615,-1.5100840050335,0.0273998312175595
"num_nms",131,297,11.6026936026936,6.03847960692391,11,11.2050209205021,5.9304,1,28,27,0.564501872254681,-0.103494130272603,0.350388125169866
"dom1_n",132,297,1.27609427609428,0.650779857950769,1,1.34309623430962,0,0,2,2,-0.343089397277889,-0.748236709551668,0.037762077405084
"dom2_n",133,297,1.92255892255892,1.21813278580272,2,1.90376569037657,1.4826,0,4,4,0.0245488695280623,-0.930580137907417,0.0706832333317736
"dom3_n",134,297,2.53198653198653,2.11649420730314,2,2.418410041841,2.9652,0,6,6,0.298713191257415,-1.29105587942521,0.122811450150381
"dom4_n",135,297,0.417508417508417,0.758352045621178,0,0.242677824267782,0,0,3,3,1.78468149586344,2.34339392723013,0.0440040488303144
"dom5_n",136,297,1.30639730639731,1.18993221064843,1,1.25941422594142,1.4826,0,3,3,0.234223977415809,-1.48071966905279,0.0690468699919536
"dom6_n",137,297,1.22558922558923,1.03630959367246,1,1.15899581589958,1.4826,0,3,3,0.340217329332476,-1.06829389383678,0.0601327816369677
"dom7_n",138,297,1.53535353535354,1.13880981594285,2,1.54393305439331,1.4826,0,3,3,-0.0663469324671128,-1.40890570557838,0.0660804477795572
"dom8_n",139,297,0.430976430976431,0.709098725722309,0,0.292887029288703,0,0,2,2,1.32009709861392,0.234736490008236,0.041146081338304
"dom9_n",140,297,1.7037037037037,1.09656392994319,2,1.67364016736402,1.4826,0,4,4,0.250512565505992,-0.577022413171349,0.0636290928433595
"domns",141,297,5.53198653198653,2.00838287774064,6,5.59414225941423,2.9652,1,9,8,-0.193767632899551,-0.747000877611314,0.11653819453955
"tremor",142,297,2.46801346801347,2.66986823236586,2,2.04602510460251,2.9652,0,12,12,1.27312637746166,1.40160815457726,0.154921467866944
"bradykin",143,297,2.54882154882155,1.50622815958382,2,2.45606694560669,1.4826,0,6,6,0.412087872946378,-0.483936531737,0.0874002224516055
"rigidity",144,297,2.25252525252525,1.3755350384838,2,2.19665271966527,1.4826,0,6,6,0.519969543959401,0.00725110453463529,0.0798166383947305
"axial",145,297,3.53535353535354,2.93273623957932,3,3.20083682008368,2.9652,0,12,12,0.914968825281935,0.161364958258125,0.170174616707432
"pigd",146,297,3.63299663299663,2.83498691128386,3,3.35983263598326,2.9652,0,12,12,0.818207366848733,0.122624211048214,0.164502625393793
